dataset,condition,classifier,GM,Kappa,MCC,F1,Precision,Recall
wbc,Original,RF,0.5384126281539574,0.4996467644584313,0.5051421090871224,0.5013333333333333,0.485,0.54
wbc,Original,SGD-LR,0.5747590408459777,0.45594142722372344,0.47333189757290356,0.4623809523809524,0.41666666666666663,0.58
wbc,Original,SVM,0.0,0.0,0.0,0.0,0.0,0.0
wbc,Original,XGBoost,0.49750594497121964,0.43019870343638267,0.4393633018631827,0.43333333333333335,0.4033333333333334,0.5
wbc,RN-SMOTE,AdaBoost,0.616591390042394,0.5290590601752659,0.5414754114685593,0.5333333333333333,0.49666666666666665,0.62
wbc,RN-SMOTE,CART,0.6361366964050581,0.5440893143099977,0.557787853049914,0.5479999999999999,0.5116666666666666,0.64
wbc,RN-SMOTE,GB,0.5763653651416258,0.4851432087209272,0.4983343380255797,0.49,0.45333333333333337,0.58
wbc,RN-SMOTE,KNN,0.7934030114471013,0.6359501624366609,0.6585205113961975,0.6423809523809524,0.5766666666666667,0.8
wbc,RN-SMOTE,NB,0.978988559499693,0.5597315612237669,0.6277781970646822,0.5743809523809523,0.43366666666666664,1.0
wbc,RN-SMOTE,RF,0.6765913900423939,0.5890590601752659,0.6014754114685593,0.5933333333333334,0.5566666666666666,0.68
wbc,RN-SMOTE,SGD-LR,0.6563628111068772,0.5619089838039294,0.5749757610564402,0.5666666666666667,0.5266666666666666,0.66
wbc,RN-SMOTE,SVM,0.7938601693181349,0.6510340547953624,0.6719029339228506,0.6557142857142857,0.5966666666666667,0.8
wbc,RN-SMOTE,XGBoost,0.6959078720054481,0.5970688572408678,0.6115788963853496,0.6013333333333333,0.5616666666666666,0.7
wbc,SMOTE,AdaBoost,0.6154637301021335,0.5073310084609657,0.5235039044470273,0.5113333333333333,0.4683333333333334,0.62
wbc,SMOTE,CART,0.6361366964050581,0.5440893143099977,0.557787853049914,0.5479999999999999,0.5116666666666666,0.64
wbc,SMOTE,GB,0.5770485479134275,0.5023550737460887,0.5130699552073336,0.5066666666666666,0.4766666666666666,0.58
wbc,SMOTE,KNN,0.7934030114471013,0.6359501624366609,0.6585205113961975,0.6423809523809524,0.5766666666666667,0.8
wbc,SMOTE,NB,0.9792198121458084,0.5632061598023401,0.6304771814767175,0.5777142857142857,0.43699999999999994,1.0
wbc,SMOTE,RF,0.6563573676072946,0.5669614914481087,0.5798469629638382,0.5713333333333334,0.535,0.66
wbc,SMOTE,SGD-LR,0.6756843723264524,0.572437325012678,0.587339400162205,0.5766666666666667,0.534,0.68
wbc,SMOTE,SVM,0.7938601693181349,0.650589610350918,0.671458489478406,0.6557142857142857,0.5966666666666667,0.8
wbc,SMOTE,XGBoost,0.6761338969062163,0.5805402642507622,0.5942755253838846,0.5846666666666667,0.545,0.68
